gtm,year,game_date,h,hr,er,so,era,era_cum,h_cum,hr_cum,er_cum,so_cum
84,1960,1960-07-20,9,2,5,11,3.59,3.59,680,80,304,612
85,1960,1960-07-21,7,2,3,4,3.58,3.58,687,82,307,616
86,1960,1960-07-22,4,0,0,14,3.54,3.54,691,82,307,630
87,1960,1960-07-23,3,0,0,4,3.5,3.5,694,82,307,634
88,1960,1960-07-24,10,0,0,8,3.46,3.46,704,82,307,642
89,1960,1960-07-26,11,1,4,9,3.47,3.47,715,83,311,651
90,1960,1960-07-27,4,0,0,6,3.43,3.43,719,83,311,657
91,1960,1960-07-28,7,3,5,8,3.45,3.45,726,86,316,665
92,1960,1960-07-29,10,0,3,10,3.44,3.44,736,86,319,675
93,1960,1960-07-30,11,5,6,9,3.46,3.46,747,91,325,684
94,1960,1960-07-31,10,1,4,7,3.47,3.47,757,92,329,691
95,1960,1960-08-02,5,0,1,4,3.45,3.45,762,92,330,695
96,1960,1960-08-03,5,0,1,3,3.43,3.43,767,92,331,698
97,1960,1960-08-04,7,1,4,2,3.44,3.44,774,93,335,700
98,1960,1960-08-06,4,1,1,7,3.42,3.42,778,94,336,707
99,1960,,9,0,7,9,3.45,3.45,787,94,343,716
100,1960,,4,0,1,11,3.43,3.43,791,94,344,727
101,1960,1960-08-08,11,2,5,5,3.45,3.45,802,96,349,732
102,1960,1960-08-09,9,1,2,10,3.43,3.43,811,97,351,742
103,1960,1960-08-10,5,1,2,6,3.42,3.42,816,98,353,748
104,1960,1960-08-11,2,0,0,13,3.39,3.39,818,98,353,761
105,1960,1960-08-12,7,0,3,3,3.39,3.39,825,98,356,764
106,1960,1960-08-13,12,0,5,7,3.41,3.41,837,98,361,771
107,1960,,7,0,2,3,3.4,3.4,844,98,363,774
108,1960,,9,2,5,13,3.41,3.41,853,100,368,787
109,1960,1960-08-16,11,1,5,10,3.42,3.42,864,101,373,797
110,1960,1960-08-17,4,1,1,8,3.4,3.4,868,102,374,805
111,1960,1960-08-18,9,3,3,11,3.38,3.38,877,105,377,816
112,1960,1960-08-19,3,0,0,2,3.35,3.35,880,105,377,818
113,1960,1960-08-20,4,1,1,8,3.33,3.33,884,106,378,826
114,1960,1960-08-21,7,1,2,9,3.32,3.32,891,107,380,835
115,1960,1960-08-22,8,1,5,5,3.34,3.34,899,108,385,840
116,1960,1960-08-23,11,5,7,7,3.37,3.37,910,113,392,847
117,1960,1960-08-24,8,1,3,2,3.37,3.37,918,114,395,849
118,1960,1960-08-25,6,1,4,10,3.37,3.37,924,115,399,859
119,1960,,5,0,1,7,3.35,3.35,929,115,400,866
120,1960,,3,0,0,7,3.32,3.32,932,115,400,873
121,1960,1960-08-28,13,3,4,5,3.33,3.33,945,118,404,878
122,1960,1960-08-29,16,3,10,8,3.38,3.38,961,121,414,886
123,1960,1960-08-30,11,2,5,5,3.4,3.4,972,123,419,891
124,1960,1960-08-31,6,0,1,7,3.38,3.38,978,123,420,898
125,1960,1960-09-01,7,1,1,13,3.35,3.35,985,124,421,911
126,1960,1960-09-02,7,1,4,6,3.36,3.36,992,125,425,917
127,1960,1960-09-03,7,1,1,8,3.35,3.35,999,126,426,925
128,1960,1960-09-04,13,1,8,3,3.38,3.38,1012,127,434,928
129,1960,,11,1,9,6,3.43,3.43,1023,128,443,934
130,1960,,6,1,3,2,3.42,3.42,1029,129,446,936
131,1960,1960-09-06,6,0,0,8,3.4,3.4,1035,129,446,944
132,1960,1960-09-07,12,1,4,13,3.39,3.39,1047,130,450,957
133,1960,1960-09-08,8,2,4,10,3.39,3.39,1055,132,454,967
134,1960,1960-09-09,5,1,2,7,3.38,3.38,1060,133,456,974
135,1960,1960-09-10,12,3,10,5,3.43,3.43,1072,136,466,979
136,1960,1960-09-11,2,0,0,7,3.41,3.41,1074,136,466,986
137,1960,,5,0,0,12,3.38,3.38,1079,136,466,998
138,1960,,5,0,1,11,3.36,3.36,1084,136,467,1009
139,1960,1960-09-14,7,1,2,13,3.35,3.35,1091,137,469,1022
140,1960,1960-09-15,9,1,3,5,3.35,3.35,1100,138,472,1027
141,1960,1960-09-16,7,0,2,7,3.35,3.35,1107,138,474,1034
142,1960,1960-09-17,4,1,7,8,3.37,3.37,1111,139,481,1042
143,1960,1960-09-18,7,3,5,1,3.39,3.39,1118,142,486,1043
144,1960,1960-09-19,7,1,1,8,3.37,3.37,1125,143,487,1051
145,1960,1960-09-20,11,0,3,2,3.37,3.37,1136,143,490,1053
146,1960,1960-09-21,7,2,3,13,3.36,3.36,1143,145,493,1066
147,1960,1960-09-25,16,2,8,2,3.39,3.39,1159,147,501,1068
148,1960,1960-09-26,10,0,5,7,3.4,3.4,1169,147,506,1075
149,1960,1960-09-27,5,0,1,6,3.39,3.39,1174,147,507,1081
150,1960,1960-09-28,9,1,2,6,3.38,3.38,1183,148,509,1087
151,1960,1960-09-29,9,2,4,10,3.38,3.38,1192,150,513,1097
152,1960,1960-09-30,7,1,5,7,3.39,3.39,1199,151,518,1104
153,1960,1960-10-01,14,2,8,13,3.41,3.41,1213,153,526,1117
154,1960,1960-10-02,5,1,2,5,3.4,3.4,1218,154,528,1122
1,1961,1961-04-11,6,1,2,13,2.0,2.0,6,1,2,13
2,1961,1961-04-12,9,0,1,11,1.5,1.5,15,1,3,24
3,1961,1961-04-13,9,2,5,9,2.67,2.67,24,3,8,33
4,1961,1961-04-14,11,0,4,7,3.0,3.0,35,3,12,40
5,1961,1961-04-15,11,2,4,7,3.2,3.2,46,5,16,47
6,1961,1961-04-16,14,0,3,5,3.17,3.17,60,5,19,52
7,1961,1961-04-17,12,3,9,8,4.0,4.0,72,8,28,60
8,1961,1961-04-18,8,2,3,6,3.88,3.88,80,10,31,66
9,1961,1961-04-19,9,1,1,7,3.56,3.56,89,11,32,73
10,1961,1961-04-20,17,3,10,8,4.2,4.2,106,14,42,81
11,1961,1961-04-21,6,1,3,11,4.09,4.09,112,15,45,92
12,1961,1961-04-22,6,0,0,5,3.75,3.75,118,15,45,97
13,1961,1961-04-23,6,1,1,6,3.54,3.54,124,16,46,103
14,1961,1961-04-25,7,1,3,7,3.5,3.5,131,17,49,110
15,1961,1961-04-26,10,0,3,10,3.47,3.47,141,17,52,120
16,1961,1961-04-29,7,1,3,5,3.44,3.44,148,18,55,125
17,1961,,5,0,0,10,3.24,3.24,153,18,55,135
18,1961,,13,0,10,4,3.63,3.63,166,18,65,139
19,1961,1961-05-02,13,0,3,9,3.6,3.6,179,18,68,148
20,1961,1961-05-03,12,0,4,5,3.64,3.64,191,18,72,153
21,1961,1961-05-04,13,1,9,7,3.89,3.89,204,19,81,160
22,1961,1961-05-05,7,0,0,8,3.71,3.71,211,19,81,168
23,1961,1961-05-06,13,0,8,4,3.92,3.92,224,19,89,172
24,1961,1961-05-07,10,1,2,5,3.84,3.84,234,20,91,177
25,1961,1961-05-08,7,0,3,10,3.79,3.79,241,20,94,187
26,1961,1961-05-09,4,0,2,2,3.78,3.78,245,20,96,189
27,1961,1961-05-10,5,0,0,6,3.64,3.64,250,20,96,195
28,1961,1961-05-12,5,0,2,11,3.58,3.58,255,20,98,206
29,1961,1961-05-13,9,1,2,5,3.52,3.52,264,21,100,211
30,1961,1961-05-14,15,2,7,14,3.62,3.62,279,23,107,225
31,1961,1961-05-15,8,4,7,10,3.73,3.73,287,27,114,235
32,1961,1961-05-16,13,1,5,5,3.77,3.77,300,28,119,240
33,1961,1961-05-17,4,0,1,11,3.66,3.66,304,28,120,251
34,1961,1961-05-19,9,1,6,4,3.73,3.73,313,29,126,255
35,1961,1961-05-20,5,1,3,5,3.71,3.71,318,30,129,260
36,1961,1961-05-21,4,1,2,6,3.66,3.66,322,31,131,266
37,1961,1961-05-22,4,0,1,8,3.57,3.57,326,31,132,274
38,1961,1961-05-23,7,0,2,4,3.54,3.54,333,31,134,278
39,1961,1961-05-24,9,1,4,6,3.57,3.57,342,32,138,284
40,1961,1961-05-25,3,0,0,8,3.48,3.48,345,32,138,292
41,1961,1961-05-26,7,2,10,5,3.65,3.65,352,34,148,297
42,1961,1961-05-27,12,3,10,2,3.81,3.81,364,37,158,299
43,1961,1961-05-28,10,1,3,8,3.79,3.79,374,38,161,307
44,1961,1961-05-29,3,0,1,13,3.73,3.73,377,38,162,320
45,1961,1961-05-30,3,1,3,5,3.71,3.71,380,39,165,325
46,1961,1961-05-31,12,3,8,9,3.8,3.8,392,42,173,334
47,1961,1961-06-02,10,2,2,7,3.76,3.76,402,44,175,341
48,1961,1961-06-03,7,1,3,7,3.74,3.74,409,45,178,348
49,1961,1961-06-04,8,1,4,6,3.75,3.75,417,46,182,354
50,1961,1961-06-05,13,2,5,8,3.77,3.77,430,48,187,362
51,1961,1961-06-06,12,1,6,1,3.81,3.81,442,49,193,363
52,1961,1961-06-07,7,2,3,7,3.8,3.8,449,51,196,370
53,1961,1961-06-08,7,2,4,5,3.8,3.8,456,53,200,375
54,1961,1961-06-09,4,0,1,7,3.75,3.75,460,53,201,382
55,1961,1961-06-10,7,1,4,3,3.76,3.76,467,54,205,385
56,1961,1961-06-11,5,1,3,10,3.74,3.74,472,55,208,395
57,1961,1961-06-12,12,0,7,5,3.81,3.81,484,55,215,400
58,1961,1961-06-13,7,2,4,7,3.82,3.82,491,57,219,407
59,1961,1961-06-14,5,0,0,7,3.75,3.75,496,57,219,414
60,1961,1961-06-15,11,0,3,13,3.72,3.72,507,57,222,427
61,1961,1961-06-16,8,1,2,9,3.69,3.69,515,58,224,436
62,1961,1961-06-17,5,0,0,12,3.63,3.63,520,58,224,448
63,1961,1961-06-18,14,5,9,6,3.72,3.72,534,63,233,454
64,1961,1961-06-20,2,0,0,14,3.66,3.66,536,63,233,468
65,1961,,7,0,1,8,3.62,3.62,543,63,234,476
66,1961,,8,0,2,5,3.59,3.59,551,63,236,481
67,1961,1961-06-22,14,3,6,9,3.63,3.63,565,66,242,490
68,1961,1961-06-23,9,1,5,6,3.66,3.66,574,67,247,496
69,1961,1961-06-24,9,1,7,9,3.71,3.71,583,68,254,505
70,1961,1961-06-25,8,0,3,6,3.7,3.7,591,68,257,511
71,1961,1961-06-27,14,1,4,5,3.71,3.71,605,69,261,516
72,1961,1961-06-28,9,0,9,9,3.79,3.79,614,69,270,525
73,1961,1961-06-29,9,0,4,12,3.8,3.8,623,69,274,537
74,1961,1961-06-30,8,0,6,10,3.83,3.83,631,69,280,547
75,1961,1961-07-01,6,0,2,8,3.8,3.8,637,69,282,555
76,1961,1961-07-02,5,1,1,4,3.76,3.76,642,70,283,559
77,1961,1961-07-03,3,0,2,7,3.74,3.74,645,70,285,566
78,1961,1961-07-04,9,1,5,6,3.76,3.76,654,71,290,572
79,1961,1961-07-05,14,4,7,6,3.8,3.8,668,75,297,578
80,1961,1961-07-06,5,0,1,7,3.76,3.76,673,75,298,585
81,1961,,13,2,7,10,3.8,3.8,686,77,305,595
82,1961,,8,1,4,7,3.81,3.81,694,78,309,602
83,1961,1961-07-08,7,1,1,7,3.77,3.77,701,79,310,609
84,1961,1961-07-09,15,3,11,6,3.86,3.86,716,82,321,615
85,1961,1961-07-13,7,0,2,7,3.84,3.84,723,82,323,622
86,1961,1961-07-14,14,2,7,8,3.87,3.87,737,84,330,630
87,1961,1961-07-15,11,1,7,7,3.91,3.91,748,85,337,637
88,1961,1961-07-16,17,5,11,3,3.98,3.98,765,90,348,640
89,1961,1961-07-17,8,3,4,5,3.98,3.98,773,93,352,645
90,1961,1961-07-19,9,0,3,4,3.97,3.97,782,93,355,649
91,1961,1961-07-20,7,0,1,7,3.94,3.94,789,93,356,656
92,1961,1961-07-21,12,1,10,4,4.01,4.01,801,94,366,660
93,1961,1961-07-22,8,0,4,9,4.0,4.0,809,94,370,669
94,1961,1961-07-23,5,0,1,6,3.97,3.97,814,94,371,675
95,1961,1961-07-25,6,0,2,10,3.95,3.95,820,94,373,685
96,1961,1961-07-26,5,0,1,7,3.92,3.92,825,94,374,692
97,1961,1961-07-27,9,1,6,6,3.94,3.94,834,95,380,698
98,1961,1961-07-28,7,1,4,3,3.94,3.94,841,96,384,701
99,1961,1961-07-29,11,1,4,8,3.94,3.94,852,97,388,709
100,1961,1961-07-30,6,0,2,8,3.92,3.92,858,97,390,717
101,1961,1961-08-02,11,2,5,7,3.93,3.93,869,99,395,724
102,1961,1961-08-03,5,0,1,5,3.9,3.9,874,99,396,729
103,1961,1961-08-04,5,2,4,7,3.9,3.9,879,101,400,736
104,1961,1961-08-05,15,0,6,13,3.9,3.9,894,101,406,749
105,1961,1961-08-06,10,2,4,2,3.9,3.9,904,103,410,751
106,1961,1961-08-08,9,1,3,6,3.89,3.89,913,104,413,757
107,1961,1961-08-09,4,2,1,11,3.87,3.87,917,106,414,768
108,1961,1961-08-12,5,0,0,4,3.83,3.83,922,106,414,772
109,1961,1961-08-13,8,0,0,8,3.8,3.8,930,106,414,780
110,1961,1961-08-14,11,0,5,6,3.81,3.81,941,106,419,786
111,1961,1961-08-15,9,1,4,8,3.81,3.81,950,107,423,794
112,1961,,7,1,6,7,3.83,3.83,957,108,429,801
113,1961,,12,3,8,7,3.86,3.86,969,111,437,808
114,1961,1961-08-18,6,2,2,6,3.85,3.85,975,113,439,814
115,1961,1961-08-19,8,1,5,3,3.86,3.86,983,114,444,817
116,1961,1961-08-20,19,3,10,5,3.92,3.92,1002,117,454,822
117,1961,1961-08-22,6,1,4,2,3.92,3.92,1008,118,458,824
118,1961,1961-08-23,12,3,8,4,3.96,3.96,1020,121,466,828
119,1961,1961-08-24,16,1,10,5,4.01,4.01,1036,122,476,833
120,1961,1961-08-25,5,1,2,6,4.0,4.0,1041,123,478,839
121,1961,1961-08-26,12,3,6,2,4.01,4.01,1053,126,484,841
122,1961,,9,1,5,10,4.03,4.03,1062,127,489,851
123,1961,,12,1,8,4,4.06,4.06,1074,128,497,855
124,1961,1961-08-29,2,0,0,12,4.03,4.03,1076,128,497,867
125,1961,1961-08-30,7,1,2,12,4.01,4.01,1083,129,499,879
126,1961,1961-08-31,6,1,2,7,4.0,4.0,1089,130,501,886
127,1961,1961-09-01,5,0,3,9,3.99,3.99,1094,130,504,895
128,1961,1961-09-02,8,1,2,3,3.98,3.98,1102,131,506,898
129,1961,1961-09-03,9,1,4,9,3.98,3.98,1111,132,510,907
130,1961,1961-09-04,2,0,0,3,3.95,3.95,1113,132,510,910
131,1961,1961-09-05,5,0,1,5,3.93,3.93,1118,132,511,915
132,1961,1961-09-06,12,3,5,14,3.93,3.93,1130,135,516,929
133,1961,1961-09-08,9,3,7,2,3.96,3.96,1139,138,523,931
134,1961,1961-09-09,11,2,6,3,3.98,3.98,1150,140,529,934
135,1961,1961-09-10,8,2,7,11,4.01,4.01,1158,142,536,945
136,1961,1961-09-11,8,3,5,15,4.01,4.01,1166,145,541,960
137,1961,1961-09-12,17,5,17,10,4.1,4.1,1183,150,558,970
138,1961,1961-09-13,20,3,8,2,4.13,4.13,1203,153,566,972
139,1961,1961-09-14,12,0,4,12,4.13,4.13,1215,153,570,984
140,1961,1961-09-15,5,1,1,10,4.11,4.11,1220,154,571,994
141,1961,1961-09-16,11,1,6,10,4.11,4.11,1231,155,577,1004
142,1961,1961-09-17,11,0,3,8,4.1,4.1,1242,155,580,1012
143,1961,1961-09-18,8,3,5,11,4.11,4.11,1250,158,585,1023
144,1961,1961-09-19,9,4,5,4,4.11,4.11,1259,162,590,1027
145,1961,1961-09-20,7,1,2,15,4.08,4.08,1266,163,592,1042
146,1961,1961-09-22,9,2,3,4,4.08,4.08,1275,165,595,1046
147,1961,1961-09-23,15,0,4,9,4.08,4.08,1290,165,599,1055
148,1961,1961-09-24,11,0,6,7,4.09,4.09,1301,165,605,1062
149,1961,,9,1,3,5,4.09,4.09,1310,166,608,1067
150,1961,,13,0,8,3,4.11,4.11,1323,166,616,1070
151,1961,1961-09-27,3,0,0,7,4.09,4.09,1326,166,616,1077
152,1961,1961-09-28,6,0,0,8,4.06,4.06,1332,166,616,1085
153,1961,1961-09-30,3,1,1,9,4.06,4.06,1335,167,617,1094
154,1961,1961-10-01,11,0,2,11,4.04,4.04,1346,167,619,1105
1,1962,1962-04-10,14,1,6,6,6.0,6.0,14,1,6,6
2,1962,1962-04-11,4,0,2,7,4.0,4.0,18,1,8,13
3,1962,1962-04-12,7,2,7,9,5.0,5.0,25,3,15,22
4,1962,1962-04-13,8,1,3,11,4.5,4.5,33,4,18,33
5,1962,1962-04-14,4,0,4,10,4.4,4.4,37,4,22,43
6,1962,1962-04-15,10,1,5,13,4.5,4.5,47,5,27,56
7,1962,1962-04-16,12,3,16,7,6.24,6.24,59,8,43,63
8,1962,1962-04-17,9,1,7,6,6.34,6.34,68,9,50,69
9,1962,1962-04-18,15,2,14,9,7.29,7.29,83,11,64,78
10,1962,1962-04-19,7,0,3,12,6.85,6.85,90,11,67,90
11,1962,1962-04-21,7,0,1,2,6.31,6.31,97,11,68,92
12,1962,1962-04-22,12,1,3,6,6.09,6.09,109,12,71,98
13,1962,1962-04-23,9,0,2,4,5.76,5.76,118,12,73,102
14,1962,1962-04-24,6,1,2,18,5.49,5.49,124,13,75,120
15,1962,1962-04-25,10,3,9,3,5.77,5.77,134,16,84,123
16,1962,1962-04-26,10,1,4,8,5.66,5.66,144,17,88,131
17,1962,1962-04-27,10,0,2,7,5.44,5.44,154,17,90,138
18,1962,1962-04-28,6,0,1,6,5.18,5.18,160,17,91,144
19,1962,,15,1,6,7,5.23,5.23,175,18,97,151
20,1962,,5,1,1,5,5.01,5.01,180,19,98,156
21,1962,1962-04-30,5,0,0,8,4.77,4.77,185,19,98,164
22,1962,1962-05-01,12,0,4,14,4.57,4.57,197,19,102,178
23,1962,1962-05-02,9,0,1,9,4.41,4.41,206,19,103,187
24,1962,1962-05-04,13,0,5,7,4.46,4.46,219,19,108,194
25,1962,1962-05-05,5,0,1,4,4.32,4.32,224,19,109,198
26,1962,1962-05-07,10,2,5,3,4.37,4.37,234,21,114,201
27,1962,1962-05-08,11,0,4,10,4.33,4.33,245,21,118,211
28,1962,1962-05-09,8,0,2,5,4.25,4.25,253,21,120,216
29,1962,1962-05-10,3,2,2,5,4.17,4.17,256,23,122,221
30,1962,1962-05-11,9,0,5,4,4.2,4.2,265,23,127,225
31,1962,1962-05-12,16,0,5,16,4.14,4.14,281,23,132,241
32,1962,1962-05-13,9,0,2,5,4.08,4.08,290,23,134,246
33,1962,1962-05-15,11,0,6,6,4.14,4.14,301,23,140,252
34,1962,1962-05-16,11,0,1,4,4.05,4.05,312,23,141,256
35,1962,1962-05-17,11,1,4,6,4.03,4.03,323,24,145,262
36,1962,1962-05-18,12,0,8,6,4.14,4.14,335,24,153,268
37,1962,1962-05-19,9,0,4,4,4.14,4.14,344,24,157,272
38,1962,1962-05-20,7,0,4,4,4.13,4.13,351,24,161,276
39,1962,1962-05-21,5,1,1,10,4.05,4.05,356,25,162,286
40,1962,1962-05-22,5,0,1,5,3.98,3.98,361,25,163,291
41,1962,1962-05-23,4,0,1,7,3.91,3.91,365,25,164,298
42,1962,1962-05-24,4,1,0,6,3.82,3.82,369,26,164,304
43,1962,1962-05-25,13,2,5,7,3.84,3.84,382,28,169,311
44,1962,1962-05-26,5,1,2,16,3.8,3.8,387,29,171,327
45,1962,,6,0,2,4,3.76,3.76,393,29,173,331
46,1962,,8,0,1,5,3.71,3.71,401,29,174,336
47,1962,,13,1,6,10,3.75,3.75,414,30,180,346
48,1962,,9,3,5,8,3.78,3.78,423,33,185,354
49,1962,1962-05-31,3,0,2,4,3.74,3.74,426,33,187,358
50,1962,,12,2,4,4,3.75,3.75,438,35,191,362
51,1962,,11,2,5,8,3.77,3.77,449,37,196,370
52,1962,1962-06-02,12,2,7,6,3.84,3.84,461,39,203,376
53,1962,1962-06-03,11,1,6,9,3.89,3.89,472,40,209,385
54,1962,1962-06-04,3,1,3,13,3.87,3.87,475,41,212,398
55,1962,,11,0,2,4,3.84,3.84,486,41,214,402
56,1962,,8,0,3,9,3.82,3.82,494,41,217,411
57,1962,1962-06-06,9,0,3,3,3.81,3.81,503,41,220,414
58,1962,1962-06-07,7,1,3,2,3.8,3.8,510,42,223,416
59,1962,1962-06-08,8,0,3,12,3.76,3.76,518,42,226,428
60,1962,1962-06-09,13,3,12,5,3.9,3.9,531,45,238,433
61,1962,,6,1,3,3,3.89,3.89,537,46,241,436
62,1962,,8,1,6,4,3.92,3.92,545,47,247,440
63,1962,1962-06-12,17,5,15,7,4.1,4.1,562,52,262,447
64,1962,1962-06-13,3,1,1,6,4.06,4.06,565,53,263,453
65,1962,1962-06-14,7,1,3,6,4.05,4.05,572,54,266,459
66,1962,1962-06-15,6,0,2,6,4.02,4.02,578,54,268,465
67,1962,1962-06-16,8,0,2,5,3.99,3.99,586,54,270,470
68,1962,1962-06-17,7,1,2,5,3.96,3.96,593,55,272,475
69,1962,1962-06-18,5,0,0,9,3.9,3.9,598,55,272,484
70,1962,1962-06-19,9,1,2,6,3.87,3.87,607,56,274,490
71,1962,1962-06-20,11,0,5,5,3.88,3.88,618,56,279,495
72,1962,1962-06-22,8,0,3,11,3.86,3.86,626,56,282,506
73,1962,1962-06-23,8,0,3,7,3.85,3.85,634,56,285,513
74,1962,1962-06-24,14,4,12,6,3.96,3.96,648,60,297,519
75,1962,1962-06-25,11,1,6,9,3.99,3.99,659,61,303,528
76,1962,1962-06-26,6,0,1,15,3.95,3.95,665,61,304,543
77,1962,1962-06-27,5,0,1,7,3.91,3.91,670,61,305,550
78,1962,1962-06-28,10,0,4,16,3.89,3.89,680,61,309,566
79,1962,1962-06-29,4,1,10,6,3.97,3.97,684,62,319,572
80,1962,1962-06-30,0,0,0,13,3.92,3.92,684,62,319,585
81,1962,1962-07-01,5,1,1,13,3.88,3.88,689,63,320,598
82,1962,,5,0,1,12,3.85,3.85,694,63,321,610
83,1962,,7,0,0,8,3.8,3.8,701,63,321,618
84,1962,,5,1,1,10,3.77,3.77,706,64,322,628
85,1962,,5,0,3,7,3.76,3.76,711,64,325,635
86,1962,1962-07-05,8,1,3,8,3.75,3.75,719,65,328,643
87,1962,1962-07-06,11,0,6,8,3.78,3.78,730,65,334,651
88,1962,1962-07-07,11,2,5,6,3.8,3.8,741,67,339,657
89,1962,1962-07-08,3,0,0,9,3.76,3.76,744,67,339,666
90,1962,1962-07-12,3,0,0,7,3.72,3.72,747,67,339,673
91,1962,1962-07-13,7,1,4,9,3.72,3.72,754,68,343,682
92,1962,1962-07-14,6,1,3,3,3.71,3.71,760,69,346,685
93,1962,,6,0,1,7,3.68,3.68,766,69,347,692
94,1962,,5,1,2,4,3.67,3.67,771,70,349,696
95,1962,1962-07-17,11,3,7,7,3.71,3.71,782,73,356,703
96,1962,1962-07-18,7,2,5,8,3.71,3.71,789,75,361,711
97,1962,1962-07-19,9,0,3,9,3.71,3.71,798,75,364,720
98,1962,1962-07-20,5,0,2,5,3.69,3.69,803,75,366,725
99,1962,1962-07-21,8,1,1,6,3.66,3.66,811,76,367,731
100,1962,1962-07-22,9,2,6,6,3.7,3.7,820,78,373,737
101,1962,1962-07-23,9,0,2,4,3.68,3.68,829,78,375,741
102,1962,1962-07-24,7,0,2,4,3.67,3.67,836,78,377,745
103,1962,1962-07-25,9,1,2,9,3.65,3.65,845,79,379,754
104,1962,1962-07-27,5,0,0,6,3.62,3.62,850,79,379,760
105,1962,1962-07-28,12,1,5,3,3.63,3.63,862,80,384,763
106,1962,1962-07-29,6,1,1,5,3.61,3.61,868,81,385,768
107,1962,1962-08-01,14,1,5,8,3.62,3.62,882,82,390,776
108,1962,1962-08-02,10,2,3,6,3.62,3.62,892,84,393,782
109,1962,1962-08-03,9,0,3,6,3.61,3.61,901,84,396,788
110,1962,1962-08-04,11,0,2,4,3.6,3.6,912,84,398,792
111,1962,,12,2,3,9,3.57,3.57,924,86,401,801
112,1962,,9,0,4,11,3.58,3.58,933,86,405,812
113,1962,1962-08-06,6,0,1,8,3.55,3.55,939,86,406,820
114,1962,1962-08-07,11,0,3,4,3.55,3.55,950,86,409,824
115,1962,1962-08-08,7,0,1,7,3.53,3.53,957,86,410,831
116,1962,1962-08-09,6,1,3,6,3.52,3.52,963,87,413,837
117,1962,1962-08-10,12,1,10,2,3.58,3.58,975,88,423,839
118,1962,1962-08-11,8,1,5,9,3.6,3.6,983,89,428,848
119,1962,1962-08-12,10,0,2,1,3.59,3.59,993,89,430,849
120,1962,1962-08-14,8,0,2,4,3.58,3.58,1001,89,432,853
121,1962,1962-08-15,9,0,5,5,3.59,3.59,1010,89,437,858
122,1962,1962-08-16,7,0,3,2,3.59,3.59,1017,89,440,860
123,1962,1962-08-17,7,0,2,9,3.57,3.57,1024,89,442,869
124,1962,1962-08-18,15,1,12,4,3.64,3.64,1039,90,454,873
125,1962,1962-08-19,3,0,0,7,3.61,3.61,1042,90,454,880
126,1962,1962-08-20,10,1,7,3,3.64,3.64,1052,91,461,883
127,1962,1962-08-22,7,2,5,5,3.65,3.65,1059,93,466,888
128,1962,1962-08-23,7,2,2,9,3.64,3.64,1066,95,468,897
129,1962,1962-08-24,11,3,6,8,3.66,3.66,1077,98,474,905
130,1962,1962-08-25,3,0,2,5,3.65,3.65,1080,98,476,910
131,1962,1962-08-26,7,1,5,8,3.66,3.66,1087,99,481,918
132,1962,1962-08-28,8,0,1,6,3.64,3.64,1095,99,482,924
133,1962,1962-08-29,10,0,1,6,3.61,3.61,1105,99,483,930
134,1962,1962-08-30,11,0,3,5,3.6,3.6,1116,99,486,935
135,1962,1962-08-31,10,0,3,4,3.6,3.6,1126,99,489,939
136,1962,1962-09-01,8,0,3,11,3.6,3.6,1134,99,492,950
137,1962,1962-09-02,5,0,0,5,3.57,3.57,1139,99,492,955
138,1962,1962-09-03,8,2,7,3,3.59,3.59,1147,101,499,958
139,1962,1962-09-04,8,2,4,8,3.6,3.6,1155,103,503,966
140,1962,1962-09-05,9,0,3,8,3.59,3.59,1164,103,506,974
141,1962,1962-09-06,9,0,9,2,3.63,3.63,1173,103,515,976
142,1962,1962-09-07,8,1,5,4,3.64,3.64,1181,104,520,980
143,1962,1962-09-08,4,0,1,8,3.62,3.62,1185,104,521,988
144,1962,1962-09-09,12,0,3,2,3.62,3.62,1197,104,524,990
145,1962,1962-09-10,4,0,1,9,3.6,3.6,1201,104,525,999
146,1962,1962-09-11,3,0,0,5,3.58,3.58,1204,104,525,1004
147,1962,1962-09-12,9,0,0,5,3.55,3.55,1213,104,525,1009
148,1962,1962-09-14,10,1,7,6,3.57,3.57,1223,105,532,1015
149,1962,1962-09-15,7,0,0,6,3.55,3.55,1230,105,532,1021
150,1962,1962-09-16,11,1,5,8,3.56,3.56,1241,106,537,1029
151,1962,1962-09-17,6,0,2,5,3.55,3.55,1247,106,539,1034
152,1962,1962-09-18,11,1,8,5,3.59,3.59,1258,107,547,1039
153,1962,1962-09-19,5,0,0,9,3.56,3.56,1263,107,547,1048
154,1962,1962-09-21,10,1,11,7,3.61,3.61,1273,108,558,1055
155,1962,1962-09-22,12,0,1,4,3.6,3.6,1285,108,559,1059
156,1962,1962-09-23,15,0,10,5,3.64,3.64,1300,108,569,1064
157,1962,1962-09-25,9,1,2,4,3.63,3.63,1309,109,571,1068
158,1962,1962-09-26,9,0,1,5,3.61,3.61,1318,109,572,1073
159,1962,1962-09-27,11,1,7,4,3.63,3.63,1329,110,579,1077
160,1962,1962-09-28,11,0,3,4,3.63,3.63,1340,110,582,1081
161,1962,1962-09-29,5,0,0,5,3.6,3.6,1345,110,582,1086
162,1962,1962-09-30,5,1,1,7,3.59,3.59,1350,111,583,1093
163,1962,1962-10-01,10,4,7,4,3.61,3.61,1360,115,590,1097
164,1962,1962-10-02,13,0,4,6,3.61,3.61,1373,115,594,1103
165,1962,1962-10-03,13,0,4,1,3.62,3.62,1386,115,598,1104
